date,result
2023-10-12,1943
2023-10-16,7841
2023-10-19,3504
2023-10-23,6977
2023-10-26,3346
2023-10-30,0610
2023-11-02,4490
2023-11-06,2056
2023-11-09,4219
2023-11-13,6134
2023-11-16,8739
2023-11-20,1743
2023-11-23,4050
2023-11-27,9975
2023-11-30,6952
2023-12-04,4890
2023-12-07,1126
2023-12-11,3685
2023-12-14,6959
2023-12-18,1750
2023-12-21,2437
2023-12-25,1857
2023-12-28,5161
2024-01-01,9059
2024-01-04,9124
2024-01-08,8614
2024-01-11,9875
2024-01-15,1881
2024-01-18,8555
2024-01-22,1383
2024-01-25,2389
2024-01-29,6824
2024-02-01,6034
2024-02-05,7344
2024-02-08,7882
2024-02-12,6673
2024-02-15,0600
2024-02-19,1460
2024-02-22,7341
2024-02-26,2630
2024-02-29,2928
2024-03-04,2554
2024-03-07,6150
2024-03-11,9719
2024-03-14,0070
2024-03-18,0504
2024-03-21,6221
2024-03-25,8563
2024-03-28,1389
2024-04-01,0611
2024-04-04,7733
2024-04-08,7748
2024-04-11,1373
2024-04-15,8796
2024-04-18,1954
2024-04-22,9902
2024-04-25,0608
2024-04-29,9749
2024-05-02,6089
2024-05-06,4430
2024-05-09,5902
2024-05-13,3651
2024-05-16,7354
2024-05-20,2220
2024-05-23,6636
2024-05-27,1531
2024-05-30,0502
2024-06-03,8597
2024-06-06,5987
2024-06-10,3432
2024-06-13,7794
2024-06-17,2367
2024-06-20,6378
2024-06-24,1424
2024-06-27,9136
2024-07-01,0471
2024-07-04,1615
2024-07-08,7232
2024-07-11,9671
2024-07-15,3939
2024-07-18,1660
2024-07-22,1241
2024-07-25,5862
2024-07-29,3121
2024-08-01,8971
2024-08-05,7264
2024-08-08,8773
2024-08-12,5760
2024-08-15,9883
2024-08-19,9503
2024-08-22,3893
2024-08-26,6966
2024-08-29,9989
2024-09-02,0735
2024-09-05,0882
2024-09-09,4432
2024-09-12,0168
2024-09-16,3211
2024-09-19,0311
2024-09-23,2979
2024-09-26,9907
2024-09-30,7852
2024-10-03,4740
2024-10-07,5207
2024-10-10,1256
2024-10-14,2584
2024-10-17,4112
2024-10-21,2028
2024-10-24,2373
2024-10-28,9225
2024-10-31,6588
2024-11-04,3794
2024-11-07,9106
2024-11-11,7903
2024-11-14,5529
2024-11-18,6059
2024-11-21,8574
2024-11-25,9967
2024-11-28,6338
2024-12-02,3273
2024-12-05,9130
2024-12-09,2646
2024-12-12,7358
2024-12-16,1621
2024-12-19,9301
2024-12-23,2941
2024-12-26,1956
2024-12-30,3135
2025-01-02,5892
2025-01-06,3841
2025-01-09,6470
2025-01-13,8785
2025-01-16,1286
2025-01-20,1874
2025-01-23,8812
2025-01-27,8988
2025-01-30,2038
2025-02-03,1200
2025-02-06,0165
2025-02-10,0210
2025-02-13,1829
2025-02-17,9090
