1989-07-08,3779
1989-07-11,6838
1989-07-14,7479
1989-07-15,8107
1989-07-18,5666
1989-07-21,4564
1989-07-22,1196
1989-07-25,0571
1989-07-26,2224
1989-07-29,4545
1989-08-01,3042
1989-08-02,6447
1989-08-05,6899
1989-08-08,6185
1989-08-09,4911
1989-08-12,1060
1989-08-13,9590
1989-08-16,5955
1989-08-19,3911
1989-08-20,0091
1989-08-23,4109
1989-08-26,9648
1989-08-27,3975
1989-08-30,6563
1989-08-31,7180
1989-09-03,3436
1989-09-06,9669
1989-09-07,2508
1989-09-10,8280
1989-09-13,3752
1989-09-14,7658
1989-09-17,9490
1989-09-18,1558
1989-09-21,3958
1989-09-24,3469
1989-09-25,0880
1989-09-28,9123
1989-10-01,6228
1989-10-02,4664
1989-10-05,7199
1989-10-06,8055
1989-10-09,9757
1989-10-12,7873
1989-10-13,0857
1989-10-16,4569
1989-10-19,3663
1989-10-20,7369
1989-10-23,6174
1989-10-24,8646
1989-10-27,5990
1989-10-30,1690
1989-10-31,5667
1989-11-03,5188
1989-11-06,4788
1989-11-07,5726
1989-11-10,0704
1989-11-11,3555
1989-11-14,7169
1989-11-17,8023
1989-11-18,4554
1989-11-21,7968
1989-11-24,8453
1989-11-25,7571
1989-11-28,1200
1989-11-29,2629
1989-12-02,9658
1989-12-05,7491
1989-12-06,6406
1989-12-09,5121
1989-12-12,5322
1989-12-13,1019
1989-12-16,1510
1989-12-17,6651
1989-12-20,7626
1989-12-23,7404
1989-12-24,6246
1989-12-27,4570
1989-12-30,2456
1989-12-31,4654
1990-01-03,8501
1990-01-04,5283
1990-01-07,5595
1990-01-10,5971
1990-01-11,9270
1990-01-14,8551
1990-01-17,6199
1990-01-18,0212
1990-01-21,9654
1990-01-22,3209
1990-01-25,1126
1990-01-28,5553
1990-01-29,5132
1990-02-01,4016
1990-02-04,0151
1990-02-05,0519
1990-02-08,8659
1990-02-09,0729
1990-02-12,5891
1990-02-15,7907
1990-02-16,9568
1990-02-19,5659
1990-02-22,9932
1990-02-23,7061
1990-02-26,2762
1990-02-27,0559
1990-03-02,7403
1990-03-05,5759
1990-03-06,7660
1990-03-09,6300
1990-03-12,9441
1990-03-13,1607
1990-03-16,0536
1990-03-17,0939
1990-03-20,0474
1990-03-23,1151
1990-03-24,8230
1990-03-27,1187
1990-03-30,4938
1990-03-31,0977
1990-04-03,8974
1990-04-04,1159
1990-04-07,5348
